id;local_name;en_wiki_mainaffiliation;en_wiki_subaffiliations;en_wiki_age;en_wiki_aliases;en_wiki_bounty;en_wiki_dfname;en_wiki_dftype;en_wiki_first;en_wiki_height;en_wiki_occupation_actuelle;en_wiki_autres_occupations;en_wiki_origin;en_wiki_status;fr_wiki_page_title;fr_wiki_image_url;fr_wiki_match_status;fr_wiki_match_via;fr_wiki_A;fr_wiki_acteur;fr_wiki_affiliation;fr_wiki_âge;fr_wiki_alias;fr_wiki_ancien_nomf;fr_wiki_capitaine;fr_wiki_Chapitres;fr_wiki_cp9clé;fr_wiki_Date;fr_wiki_df2nom;fr_wiki_df2nomf;fr_wiki_df2signifiant;fr_wiki_df2type;fr_wiki_dfnom;fr_wiki_dfnomf;fr_wiki_dftype;fr_wiki_doriki;fr_wiki_Ending;fr_wiki_épithète;fr_wiki_Format;fr_wiki_groupe_sanguin;fr_wiki_lieuvie;fr_wiki_naissance;fr_wiki_navire;fr_wiki_nom;fr_wiki_Nom;fr_wiki_nom_réel;fr_wiki_nomf;fr_wiki_Nomf;fr_wiki_nomj;fr_wiki_Nomj;fr_wiki_nomr;fr_wiki_Nomr;fr_wiki_numgladiateur;fr_wiki_numzombie;fr_wiki_occupation;fr_wiki_Opening;fr_wiki_origine;fr_wiki_P;fr_wiki_particularités;fr_wiki_Piece;fr_wiki_poids;fr_wiki_premiere;fr_wiki_première;fr_wiki_prime;fr_wiki_Saison;fr_wiki_SaisonKHV;fr_wiki_signe_astrologique;fr_wiki_signifiant;fr_wiki_statut;fr_wiki_taille;fr_wiki_titre;fr_wiki_Tomes;fr_wiki_vf;fr_wiki_vo
don-quichotte-rossinante;Don Quichotte Rossinante;Marines;"Donquixote Pirates,World Government";26;"Corazon,Korason,Donkihote Roshinante";;Nagi Nagi no Mi;Paramecia;"Chapter 761; Episode 686";293 cm;Marine Commander;"Pirate Elite Officer; World Noble";Mary Geoise;Deceased;Don Quichotte Rossinante;https://static.wikia.nocookie.net/onepiece/images/7/76/Don_Quichotte_Rossinante_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Don_Quichotte_Rossinante;;;L'Équipage de Don Quichotte Doflamingo Famille Don Quichotte;26 ans;;;;;;;;;;;Nagi Nagi no Mi;Fruit de la Sourdine;Paramecia;;;"""Corazon"" (コラソン, Korason) ""Cora""";;S;Mary Geoise Spider Miles;15 Juillet;;Don Quichotte Rossinante;;;Donquichotte Rosinante;;ドンキホーテ・ロシナンテ;;Donkihote Roshinante;;;;Commandant Pirate Dragon Céleste Mentor de Trafalgar Law;;Red Line (Mary Geoise);;;;;;"Chapitre 749 ; Épisode 686 (mentionné)Chapitre 761 ; Épisode 700";;;;;Vent Calme;Décédé;2m93;;;;
porchemy;Porchemy;Bluejam Pirates;Aucune;25;Porushemi;"3,400,000";;;"Chapter 583; Episode 494";320 cm;Pirate;;Goa Kingdom;Deceased;Porchemy;https://static.wikia.nocookie.net/onepiece/images/2/25/Porchemy_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Porchemy;;;L'Équipage de Bluejam;25 ans (lors du décès);;;;;;;;;;;;;;;;;;X (A);;3 Avril;;Porchemy;;;Porchemy;;ポルシェーミ;;Porushēmi;;;;Pirate;;East Blue (Royaume de Goa);;;;;;"Chapitre 583 ; Épisode 494";3.400.000;;;;;Décédé;3m20;;;;
portgas-d-ace;Portgas D. Ace;Whitebeard Pirates;"Spade Pirates,Clan of D.,Dadan Family,Impel Down";20;"Gol D. Ace,D,Goru D. Esu,Fire Fist' Ace,Hiken no Esu,Heat Fist Trace' in the edited dub,Potogasu Di Esu";"550,000,000";Mera Mera no Mi;Logia;"Chapter 154; Episode 91";185 cm;2nd Division Commander;"Pirate; Captain; Prisoner of the Great Prison; Thief; Bandit";Baterilla;Deceased;Portgas D. Ace;https://static.wikia.nocookie.net/onepiece/images/4/4f/Portgas_D._Ace_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Portgas_D._Ace;;Xolo Maridueña;Équipage de Barbe BlancheL'Équipage des Pirates Spade;20 ans;;;;;;;;;;;Mera Mera no Mi;"Fruit Pyrogène (manga), Pyro-Fruit (anime)";Logia;;;"""Ace Au Poing Ardent"" (火拳のエース, Hiken No Ēsu)";;S;Mont Corvo;1er Janvier;;Portgas D. Ace;;;Portgas D. Ace;;ポートガス・D・エース;;Pōtogasu Dī Ēsu;;;;Commandant de la 2e Division de l'équipage de Barbe BlanchePirateCapitaine;;South Blue (Baterilla);;;;;;"Chapitre 154 ; Épisode 91Chapitre 0 ; Épisode 0";550.000.000;;;Capricorne;Son du feu qui brûle;Décédé;1m85;;;;
oars;Oars;Thriller Bark Pirates;Aucune;159;"Devil,Majin,'Beast,Continent-Puller,Kunihiki,Ozu";;;;"Chapter 456; Episode 350";6700 cm;Special Zombie;Leader of clan of evil giants;North Blue;Deceased;Oars;https://static.wikia.nocookie.net/onepiece/images/5/55/Oars_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Oars;;;Thriller Bark;159 ans (à sa mort);;Odz;;;;;;;;;;;;;;"""Le Démon"" (魔人, Majin), ""Le Transporteur de Continents"" (国引き, Kunihiki)";;F (B);;;;Oars;;;Oz;;オーズ;;Ōzu;;;SZ-900 (Spécial Zombie n°900);"Zombie Spécial, leader d'une nation dans le nord regroupant tous les bandits arrêtés.";;North Blue;;;;102t;;"Chapitre 456; Épisode 350";;;;;;Décédé;67m;;;;
shimotsuki-kuina;Shimotsuki Kuina;Shimotsuki Family;Aucune;11;Shimotsuki Kuina;;;;"Chapter 5; Episode 2";150 cm;Trainee Swordsman;;Shimotsuki Village;Deceased;Shimotsuki Kuina;https://static.wikia.nocookie.net/onepiece/images/4/47/Kuina_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Shimotsuki_Kuina;;Audrey Cymone;Famille Shimotsuki;11 ans;;;;;;;;;;;;;;;;;;S;Village de Shimotsuki;17 Septembre;;Shimotsuki Kuina;;;Shimotsuki Kuina;;霜月 くいな;;Shimotsuki Kuina;;;;Apprentie épéiste;;Village de Shimotsuki;;;;;;"Chapitre 5 ; Épisode 2";;;;;;Décédée;1m50;;;;
absalom;Absalom;Equipage de Gecko Moria;"Mysterious Four, Thriller Bark";36;"Absa,Abusa,Absalom of the Graveyard,Hakaba no Abusaromu,Abusaromu";;Suke Suke no Mi;Paramecia;"Chapter 444; Episode 339";195 cm;ReporterSoldier Zombies and General Zombies Commander;;West Blue;Deceased;Absalom;https://static.wikia.nocookie.net/onepiece/images/5/56/Absalom_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Absalom;;;Gecko MoriaThriller BarkQuatre Mystérieux;34 ans (Avant l'ellipse)36 ans (Après l'ellipse);;;;;;;;;;;Suke Suke no Mi;Fruit de l'Invisibilité;Paramecia;;;"""Absalom du Tombeau"" (墓場のアブサロム, Hakaba no Abusaromu)";;F (B);;30 Décembre;;Absalom;;;Absalom;;アブサロム;;Abusaromu;;;;Commandant en Chef des Zombies et des Soldats Zombie Reporter;;West Blue;;;;300 kilos;;"Chapitre 444 ; Épisode 339";;;;;"Invisible, Transparent";Décédé;1m95;;;Thierry Mercier;Hiroaki Miura
aisa;Aisa;Shandia;Wagomuland;11;Aisa;;;;"Chapter 249; Episode 161";140 cm;;;Skypiea;Alive;Aisa;https://static.wikia.nocookie.net/onepiece/images/1/13/Aisa_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Aisa;;;Shandia;9 ans (avant ellipse)11 ans (après ellipse);;;;;;;;;;;;;;;;;;F;;3 Janvier;;Aisa;;;Aisa;;アイサ;;Aisa;;;;Civil;;Îles Célestes (Skypiea);;;;;;"Chapitre 249 ; Épisode 161";;;;;;Vivante;1m40;;;;
aladdin;Aladdin;Sun Pirates;Ryugu Kingdom;46;Aradin;Unknown;;;"Chapter 620; Episode 540";627 cm;Pirate;"Doctor; First Mate; Soldier; Slave";Ryugu Kingdom;Alive;Aladdin;https://static.wikia.nocookie.net/onepiece/images/8/8c/Aladdin_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Aladdin;;;L'Équipage des Pirates du SoleilFamille Charlotte (défection);46 ans;;;;;;;;;;;;;;;;;;XF;;31 Janvier;;Aladdin;;;Aladdin;;アラディン;;Aradin;;;;Capitaine Pirate (supposé)Second DocteurRoyaume Ryugu (résigné);;Île des Hommes-Poissons (Royaume Ryugu);;;;;;"Chapitre 620 ; Épisode 540";Inconnue;;;;;Vivant;6.27 m;;;;
alber;Alber;Beasts Pirates;Aucune;47;"Arber,Aruberu,English versions: 'Alber,King the Conflagration,Kasai no Kingu,English versions: 'King the Wildfire,Kingu";"1,390,000,000";"Ryu Ryu no Mi, Model: Pteranodon";Ancient Zoan;"Chapter 920; Episode 910 (silhouette); Chapter 925; Episode 918";613 cm;All-Star;;Grand Line;Alive;Alber;https://static.wikia.nocookie.net/onepiece/images/c/c0/Alber_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Alber;;;Équipage des cent bêtes;47 ans;;;;;;;;;;;"Ryu Ryu no Mi, modèle Ptéranodon";Fruit du Dinosaure Version Ptéranodon;Zoan Antique;;;"""King l'Incendie"" (火災のキング, Kasai no Kingu)";;S;Pays des Wa;1 Décembre;;Alber;;;Alber;;アルベル;;Aruberu;;;;Pirate Calamité;;Grand Line;;;;;;"Chapitre 920 ; Épisode 910 (silhouette) Chapitre 925 ; Épisode 918";1.390.000.000;;;Sagittaire;Dinosaure version Ptéranodon;Inconnu;6m13;;;;
alvida;Alvida;Cross Guild;"Buggy's Delivery, Buggy and Alvida Alliance,Buggy Pirates,Alvida Pirates";27;"Iron Mace,Kanabo,English versions: 'Iron Club,Arubida";"5,000,000";Sube Sube no Mi;Paramecia;"Chapter 2; Episode 1";198 cm;Pirate Captain;;East Blue;Alive;Alvida;https://static.wikia.nocookie.net/onepiece/images/1/15/Alvida_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Alvida;;Ilia Isorelýs Paulino;Alliance Baggy et AlvidaÉquipage d'AlvidaCross Guild;25 ans (au début)27 ans (après ellipse);;Arbyda;;;;;;;;;Sube Sube no Mi;Fruit Glisse-Glisse;Paramecia;;;"Alvida à la Massue (金棒のアルビダ, Kanabō no Arubida)";;S;Île de Kalai BaliÎle de Goat;14 Mars (Jour de la Beauté);;Alvida;;;Alvida;;アルビダ;;Arubida;;;;Capitaine Pirate Pirate;;East Blue;;;;;;"Chapitre 2 ; Épisode 1";5.000.000;;;;"Lisse, Jeune et Sexy";Vivante;1m98;;;Voix AB Productions :Élisabeth FargeotVoix Kana Home Vidéo :Francine Laffineuse(1-52)Olivia Dutron(145)Caroline Pascal(422-512 + ES 2)Monique Clémont(752)Bernadette Mouzon(Film 14)Voix Live-Action :Fouzia Youssef;Yōko Matsuoka
baskerville;Baskerville;Enies Lobby;World Government;48;"Bas,Basu,left,*,And,Ando,middle,*Kerville,Kabiru,right,Three-Headed Baskerville,3,Mitsu-Kubi no Basukabiru,Basukabiru";;;;"Chapter 379; Episode 267";512 cm;Chief Justices of Enies Lobby;;Grand Line;Unknown;Baskerville;https://static.wikia.nocookie.net/onepiece/images/e/e5/Baskerville_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Baskerville;;;Gouvernement Mondial Enies Lobby;Bas : 46 ans (avant l'ellipse)48 ans (après l'ellipse)And : 51 ans (avant l'ellipse)53 ans (après l'ellipse)Kerville : 40 ans (avant l'ellipse)42 ans (après l'ellipse);;;;;;;;;;;;;;;;"""Baskerville le Tricéphale"" (3つ首のバスカビル, Mitsu-Kubi no Basukabiru)";;X (A) (Bas)XF (AB) (And)F (B) (Kerville);;30 mars (Bas)31 mars (And)1 avril (Kerville);;Baskerville;;"Bas (バス, Basu) (gauche)And (アンド, Ando) (milieu)Kerville (カビル, Kabiru) (droite)";Baskerville;;バスカビル;;Basukabiru;;;;Juge du Tribunal;;Grand Line;;;;;;"Chapitre 379 ; Épisode 267";;;;;;Vivant;5m12;;;Emmanuel Fouquet (Bas)Yann Pichon (And)Olivier Korol (Kerville);Mahito Ōba (Bas)Keiichi Sonobe (And)Kōji Haramaki (Kerville)
arlong;Arlong;Arlong Pirates;"Sun Pirates,Impel Down";41;"Arlong the Saw,Nokogiri no Aron,English versions: 'Saw-Tooth Arlong,Aron";"20,000,000";;;"Chapter 69; Episode 31";263 cm;Pirate Captain;Prisoner of the Great Prison;Ryugu Kingdom;Alive;Arlong;https://static.wikia.nocookie.net/onepiece/images/0/01/Arlong_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Arlong;;McKinley Belcher III;Équipage d'ArlongL'Équipage des Pirates du Soleil;39 ans (avant l'ellipse)41 ans (après l'ellipse);;;;;;;;;;;;;;;;"""Arlong la Scie"" (ノコギリのアーロン, Nokogiri no Āron)";;F;Village de Kokoyashi (Arlong Park);3 Mai;;Arlong;;;Arlong;;アーロン;;Āron;;;;Capitaine Pirate;;Île des Hommes-Poissons (Royaume Ryugu);;;;;;"Chapitre 69 ; Épisode 31";20.000.000;;;;;Vivant;2m63;;;;
avalo-pizarro;Avalo Pizarro;Blackbeard Pirates;Impel Down;42;"Corrupt King,Akusei-O,Abaro Pisaro";Unknown;Shima Shima no Mi;Paramecia;"Chapter 575; Episode 484";505 cm;Titanic Captain (Captain of the Fourth Ship);"Prisoner of the Great Prison; King";North Blue;Alive;Avalo Pizarro;https://static.wikia.nocookie.net/onepiece/images/1/13/Avalo_Pizarro_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Avalo_Pizarro;;;Équipage de Barbe NoireImpel Down;40 ans (avant ellipse)42 ans (après ellipse);;;;;;;;;;;Shima Shima no Mi;Fruit de l'Île;Paramecia;;;"""Le Roi Dépravé"" (悪（アク）政（セイ）王（オウ）, Akusei-Ō?)Le Tyran (Ancienne édition)";;X;Île des Pirates;30 Septembre;;Avalo Pizarro;;;Avalo Pizarro;;アバロ・ピサロ;;Abaro Pisaro;;;;PirateCommandant de la 4e flotte de l'équipage de Barbe NoirePrisonnier d'Impel Down Roi;;North Blue;;;;;;"Chapitre 575 ; Épisode 484";Au moins 100.000.000;;;Balance;Île;Vivant;5m05;;;Emmanuel Fouquet;Kazunari Tanaka(484-513)Masaya Takatsuka (917+)
babe;Babe;New Spiders Cafe;Baroque Works;30;"Mr. 4,Misuta Fo,BStation: 'Mr. Four,Catcher-Killing' Babe,Kyatcha-Goroshi no Bebu,Bebu";"3,200,000";;;"Chapter 160; Episode 103";218 cm;Cafe Delivery Boy;Officer Agent;Grand Line;Alive;Babe;https://static.wikia.nocookie.net/onepiece/images/d/da/Babe_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Babe;;;Baroque Works;28 ans (au début)30 ans (après ellipse);"""Mr. 4"" (ミスター・フォー, Misutā Fō)";;;;;;;;;;;;;;;"""Babe l'Attrapeur Tueur"" (キャッチャー殺しのベーブ, Kyatchā-Koroshi no Bēbu)";;F;;19 Juin;;Babe;;;Babe;;ベーブ;;Bēbu;;;;Co-propriétaire de Spiders CaféAgent Officier de Baroque Works Prisonnier des Marines;;Grand Line;;;;;;"Chapitre 160 ; Épisode 103";3.200.000;;;;;;2m18;;;Emmanuel Liénart;Masaya Takatsuka
baby-5;Baby 5;Happo Navy;"Chinjao Family,Straw Hat Grand Fleet,Donquixote Pirates ";24;Bebi Faibu;;Buki Buki no Mi;Paramecia;"Chapter 682; Episode 608";181 cm;Pirate;"Pirate Officer; Servant; Assassin";North Blue;Alive;Baby 5;https://static.wikia.nocookie.net/onepiece/images/e/e1/Baby_5_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Baby_5;;;Équipage de Don Quijote Flotte de HappouArmada de Chapeau de Paille;24 ans;;;;;;;;;;;Buki Buki no Mi;Armo-Fruit;Paramecia;;;;;XF;Village de Kuen Spider Miles Dressrosa Pays des Fleurs;15 Mai;;Baby 5;;;Baby 5;;ベビー5;;Bebī Faibu;;;;PirateSoubretteTueuse;;North Blue;;;;;;"Chapitre 682 ; Épisode 608";;;;;Armes;Vivante;1m81;;;Nathalie Bienaimé(608-679)Mélanie Dermont(680+);Rina Sato
baggy;Baggy;NEO MADS;"Donquixote Pirates,Marines,MADS";55;"Cedar,Shida,Gangster' Gastino,Gyangusuta Gasutino,Master,M,Masuta,Shiza Kuraun";"300,000,000";Gasu Gasu no Mi;Logia;"Chapter 658; Episode 581";309 cm;Scientist;;Grand Line;Alive;Baggy;https://static.wikia.nocookie.net/onepiece/images/0/0a/Baggy_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Baggy;;Jeff Ward;Cross GuildLes Pirates d'ExpéditionAlliance Baggy et AlvidaÉquipage du ClownSept grands corsaires L'Équipage des Pirates Roger Quatre Empereurs;37 ans (avant l'ellipse)39 ans (après ellipse);;;;;;;;;;;Bara Bara no Mi;Fruit de la fragmentation;Paramecia;;;"""Le Clown"" (道（ドウ）化（ケ）のバギー, Dōke no Bagī), ""l'Immortel"", ""Le Clown Pirate"", ""Le Clown Star"", ""Le clown aux mille pièces""";;F;Île de Kalai BaliOrange Town;8 Août;;Baggy;;;Baggy;;バギー;;Bagī;;;;Capitaine PirateEmpereurGrand corsaire Mousse (Pirate);;Grand Line;;;;;;"Chapitre 9 ; Épisode 4Chapitre 0 ; Épisode 0";3 189 000 00015 000 000;;;;SéparationSection;Vivant;1m92;;;Voix AB Productions :Marc BretonnièreVoix Kana Home Vidéo :Mathieu Moreau(4-629 + ES 4)Martial Le Minoux(145)Nicolas Matthys(752 + Film 14)Voix Live-Action :Brice Ournac;Shigeru Chiba
bartholomew-kuma;Bartholomew Kuma;Freedom Fighters;"Pacifista,Revolutionary Army,Seven Warlords of the Sea,Sorbet Kingdom";47;"PX-0,Piekkusu Zero,Kumachi,Kuma-chi,Tyrant,Bokun,Pacifist,Heiwashugi-sha,Hero,Hiro,Basoromyu Kuma";"296,000,000";Nikyu Nikyu no Mi;Paramecia;"Chapter 233; Episode 151";689 cm;Army Commander of the Revolutionary Army;"Slave; Warlord of the Sea; King of Sorbet Kingdom; Pastor";Sorbet Kingdom;Alive;Bartholomew Kuma;https://static.wikia.nocookie.net/onepiece/images/f/ff/Bartholomew_Kuma_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Bartholomew_Kuma;;;Sept grands corsaires Révolutionnaires Royaume de Sorbet;45 ans (avant l'ellipse)47 ans (après l'ellipse);"PX-0""Invincible Esclave""""Kumachi"" (くまちー, Kuma-chī)";;;;;;;;;;Nikyu Nikyu no Mi;Fruit des coussinets;Paramecia;;;"""Le Tyran/Le Souverain Diabolique"" (暴君, Bōkun) Pacifista (平和主義者, Heiwashugi-sha) Super-Héros (スーパーヒーロー, Sūpāhīrō)";;X (A);Baltigo;9 Février;;Bartholomew Kuma;;;Bartholomew KumaBatholomew Kuma;;バーソロミュー・くま;;Bāsoromyū Kuma;;;;EsclavePirate Grand corsaire Membre des RévolutionnairesSouverain Pasteur;;South Blue (Royaume de Sorbet);;;;;;"Chapitre 233 ; Épisode 151";296.000.000;;;;"Pattes, Tampons";Inconnu;6m89;;;;
bartolomeo;Bartolomeo;Barto Club;"his own Mafia Family,Straw Hat Grand Fleet";24;"Bartolomeo the Cannibal,Hitokui no Barutoromeo,'Man-Eater Bartolomeo,Barutoromeo";"200,000,000";Bari Bari no Mi;Paramecia;"Chapter 705; Episode 633";220 cm;Captain of the Second Ship of the Straw Hat Grand Fleet;"Pirate Captain; Mafia Leader";East Blue;Unknown;Bartolomeo;https://static.wikia.nocookie.net/onepiece/images/e/eb/Bartolomeo_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Bartolomeo;;Nahum Hughes;"La Grande Flotte du Chapeau de Paille, L'Équipage de Bartolomeo";24 ans;;;;;;;;;;;Bari Bari no Mi;Fruit de la Barrière;Paramecia;;;"""Le Rookie Fou"", ""Le Cannibale""";;X;;6 Octobre;;Bartolomeo;;;Bartolomeo;;バルトロメオ;;Barutoromeo;;;;"Capitaine Pirate; Caïd";;East Blue;;;;;;"Chapitre 705, Épisode 635";"150 000 000 ; 200 000 000";;;;Barrière;Inconnu;2m20;;;;
basil-hawkins;Basil Hawkins;Hawkins Pirates;Beasts Pirates;31;"Magician,Majutsushi,Bajiru Hokinsu";"320,000,000";Wara Wara no Mi;Paramecia;"Chapter 498; Episode 392";210 cm;Pirate;"Captain; Shinuchi";North Blue;Unknown;Basil Hawkins;https://static.wikia.nocookie.net/onepiece/images/7/76/Basil_Hawkins_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Basil_Hawkins;;;Équipage de HawkinsOnze SupernovaeÉquipage des cent bêtes;29 ans (pre ellipse)31 ans (post ellipse);;;;;;;;;;;Wara Wara no Mi;Pouvoirs de la Paille;Paramecia;;;"""Le SorcierLe Magicien"" (魔術師, Majutsushi)";;S;;9 Septembre;;Basil Hawkins;;;Basil Hawkins;;バジル・ホーキンス;;Bajiru Hōkinsu;;;;PirateCapitaine Pirates/Génération Terrible;;North Blue;;;;;;"Chapitre 498 ; Épisode 392";320.000.000249.000.000;;;Vierge;Paille;Inconnu;2m10;;;Luc Boulad(392-511)Quentin Minon(893+ + Film 14);Shigenori Soya
bastille;Bastille;Marines;Aucune;38;"Shark Cutter,Same-kiri,Shark Slicer,Basutiyu";" 500,000,000";;;"Chapter 553; Episode 462";291 cm;Vice Admiral;;Grand Line;Alive;Bastille;https://static.wikia.nocookie.net/onepiece/images/6/6b/Bastille_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Bastille;;;Marines;36 ans (avant l'ellipse)38 ans (après l'ellipse);;;;;;;;;;;;;;;;"""Le Trancheur de Requins"" (カッターサメ, Kattāsame)";;F (B);;14 juillet;;Bastille;;;Bastille;;バスティーユ;;Basutīyu;;;;Vice-Amiral;;Grand Line;;;;;;"Chapitre 553 ; Épisode 462";;;;;;Vivant;2.91 m;;;Olivier Cordina;Tsuyoshi Koyama
bellamy;Bellamy;Donquixote Pirates;Bellamy Pirates;27;"Bellamy the Hyena,Haiena no Berami,Deadly Bullet of Dressrosa,Doresuroza no kyodan,The Big-Time Rookie,Ogata Ruki,Berami";"195,000,000";Bane Bane no Mi;Paramecia;"Chapter 222; Episode 146";240 cm;Dyer;Pirate Captain;Notice;Alive;Bellamy;https://static.wikia.nocookie.net/onepiece/images/a/ae/Bellamy_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Bellamy;;;L'Équipage de Bellamy L'Équipage de Don Quichotte Doflamingo;25 ans (avant ellipse)27 ans (après ellipse);;;;;;;;;;;Bane Bane no Mi;Fruit du Ressort;Paramecia;;;"""Bellamy la Hyène"" (ハイエナのベラミー, Haiena no Beramī); ""Le Plus Grand Rookie de Tous les Temps"" (大型ルーキー, Ōgata Rūkī); ""Le Pirate Sauvage""; ""La Bombe Meurtrière de Dressrosa""";;F (B);Notice Dressrosa Mock Town;7 Août;;Bellamy;;;Bellamy;;ベラミー;;Beramī;;;;Capitaine Pirate Gladiateur Teinturier pour La Grande Flotte du Chapeau de Paille;;North Blue;;;;;;"Chapitre 222 ; Épisode 146";195.000.000;;;;Ressort;Vivant;"2,40m";;;Jérôme Keen(146-689)Patrick Waleffe(690+);Wataru Takagi
belo-betty;Belo Betty;Revolutionary Army;East Army;34;Bero Beti;"457,000,000";Kobu Kobu no Mi;Paramecia;"Chapter 904; Episode 880";196 cm;East Army Commander of the Revolutionary Army;;East Blue;Alive;Belo Betty;https://static.wikia.nocookie.net/onepiece/images/d/dd/Belo_Betty_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Belo_Betty;;;Révolutionnaires;32 ans (avant ellipse)34 ans (après ellipse);;;;;;;;;;;Kobu Kobu no Mi;Fruit de l'Exaltation;Paramecia;;;;;XF;;15 Juin;;Belo Betty;;;Belo Betty;;ベロ・ベティ;;Bero Beti;;;;Commandante (Armée Est);;East Blue;;;;;;"Chapitre 904, Épisode 880";457.000.000;;;;Encouragement;Vivante;1m96;;;;Yūko Kaida
bentham;Bentham;Newkama Land;Baroque Works;32;"Mr. 2 Bon Kurei,Mr. 2,Misuta Tsu Bon Kure,Official Translation: Mr. 2 Bon Clay,Bentham of the Wild,Koya no Bensamu,Bensamu";"32,000,000";Mane Mane no Mi;Paramecia;"Chapter 129; Episode 78";238 cm;Queen of Newkama Land;"Officer Agent; Prisoner of the Great Prison";East Blue;Alive;Bentham;https://static.wikia.nocookie.net/onepiece/images/0/0e/Bentham_Anime_Infobox.png/revision/latest/scale-to-width-down/268;ok;candidate:Bentham;;Cole Escola;New Comer LandBaroque Woks;30 ans (au début)32 ans (après ellipse);"""Mr 2 Bon Clay"" (ミスター・ツー・ボン・クレー Misutā Tsū Bon Kurē)";;;;;;;;;;Mane Mane no Mi;Travesti-Fruit;Paramecia;;;"""Bentham le Sauvage"" (荒野のベンサム, Kōya no Bensamu)";;F;;15 Août;;Bentham;;;Bentham;;ベンサム;;Bensamu;;;;OkamaReine de Newkama LandAgent Officier;;East Blue;;;;;;"Chapitre 129 ; Épisode 78";32.000.000 (capturé);;;;Imiter;Vivant;2m38;;;David Joppart(78-129)Bruno Magne(432+ + Film 8);Kazuki Yao
bepo;Bepo;Heart Pirates;Ninja-Pirate-Mink-Samurai Alliance;22;Bepo;"1,5";;;"Chapter 498; Episode 392";240 cm;Pirate;"Navigator; Guardians' helper";Mokomo Dukedom;Alive;Bepo;https://static.wikia.nocookie.net/onepiece/images/7/72/Bepo_Anime_Post_Ellipse_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Bepo;;;Équipage du HeartTribu des MinksAlliance des Ninjas-Pirates-Minks-Samouraïs;20 ans (avant l'ellipse)22 ans (après l'ellipse);;;;;;;;;;;;;;;;;;S;Île de Swallow;20 Novembre;;Bepo;;;Bepo;;ベポ;;Bepo;;;;PirateNavigateur;;Zou;;;;;;"Chapitre 498 ; Épisode 392";1 500500;;;;;Vivant;2m40;;;;
black-maria;Black Maria;Beasts Pirates;Tobiroppo;29;Burakkumaria;"480,000,000";"Kumo Kumo no Mi, Model: Rosamygale Grauvogeli";Ancient Zoan;"Chapter 977; Episode 982";820 cm;Shinuchi;Brothel owner;Wano Country;Alive;Black Maria;https://static.wikia.nocookie.net/onepiece/images/e/e2/Black_Maria_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Black_Maria;;;Équipage des cent bêtes;29 ans;;;;;;;;;;;"Kumo Kumo no Mi, modèle Rosamygale grauvogeli";"Fruit de l'Araignée, version Rosamygale grauvogeli";Zoan Antique;;;;;S;Île Onigashima;24 Septembre;;Black Maria;;;Black Maria;;ブラックマリア;;Burakku Maria;;;;Tobiroppo Oiran;;Pays des Wa;;;;;;"Chapitre 978 ; Épisode 982";480.000.000;;;Balance;Araignée;Vivante;8m20;;;;
blue-gilly;Blue Gilly;Ideo Pirates;Straw Hat Grand Fleet;24;Buru Giri;;;;"Chapter 706; Episode 636";314 cm;"Martial Artist, Pirate";;Grand Line;Alive;Blue Gilly;https://static.wikia.nocookie.net/onepiece/images/b/b8/Blue_Gilly_Anime_Infobox.png/revision/latest/scale-to-width-down/267;ok;candidate:Blue_Gilly;;;L'Équipage d'Ideo La Grande Flotte du Chapeau de Paille;24 ans;;;;;;;;;;;;;;;;;;S;;27 Novembre;;Blue Gilly;;;Blue Gilly;;ブルーギリー;;Burū Girī;;;;Expert en art martial;;Grand Line;;;;;;"Chapitre 706 ; Épisode 636";;;;;;Vivant;3m14;;;;
