id;local_name;en_wiki_mainaffiliation;en_wiki_subaffiliations;en_wiki_aliases;en_wiki_bounty;en_wiki_dftype;en_wiki_occupation_actuelle;en_wiki_autres_occupations;en_wiki_origin;fr_wiki_affiliation;fr_wiki_aliases;fr_wiki_dftype;fr_wiki_lieuvie;fr_wiki_occupation;fr_wiki_origine;fr_wiki_prime;final_age;final_height;final_status;final_premiere;final_dfname;final_bounty
shyarly;Shyarly;Mermaid Cafe;Aucune;Madam Shyarly,Madamu Shari,Shari;;;Proprietor of the Mermaid Cafe;Fortune teller;Ryugu Kingdom;Mermaid Café;Shirley, Madame Shyarly, Shyarly, Shārī, Madamu Shārī;;;Propriétaire de Mermaid Café;Île des Hommes-Poissons, Royaume Ryugu;;29 ans;520 cm;Vivant(e);"Chapitre 610 ; Épisode 529";Aucun;Aucune
smack;Smack;Arlong Pirates;Sun Pirates;Chu;5,500,000;;Pirate Officer;Sniper;Ryugu Kingdom;Équipage d'ArlongÉquipage des Pirates du Soleil;Chew, Smack, Chū;;Arlong Park;PirateTireur d'Elite;Île des hommes-poissons, Royaume Ryugu;5.500.000;35 ans;257 cm;Vivant(e);"Chapitre 69 ; Épisode 31";Aucun;5 500 000
smoker;Smoker;Marines;G-5,Loguetown Marine Base;Smoker the White Hunter,Hakuryo no Sumoka,White Chase Smoker,VIZ,Smoke Hunter,4Kids,Sumoka;500,000,000;Logia;Vice Admiral;"Base Commander of G-5; Commander of G-5 Unit 01; Commodore; Captain";Grand Line;MarineG-5;Smoker à la Fumée Blanche, Smoker le Chasseur Blanc, Le Chien Sauvage de la Marine, Smoker, Sumōkā, Hakuryō no Sumōkā;Logia;Logue Town;Vice-AmiralContre-Amiral Capitaine;Grand Line;;36 ans;209 cm;Vivant(e);"Chapitre 97 ; Épisode 48";Moku Moku no Mi;Au moins 500 000 000
speed;Speed;Beasts Pirates;Kurozumi Tama,Ninja-Pirate-Mink-Samurai Alliance;Supido;;Artificial Zoan;Shinuchi;;Wano Country;L'Équipage aux Cent Bêtes;Speed, Supīdo;SMILE;;Commandante;Pays des Wa;;24 ans;298 cm;Vivant(e);"Chapitre 917 ; Épisode 904";Horse SMILE;Inconnu
squard;Squard;Maelstrom Spider Pirates;Whitebeard Pirates;Maelstrom Spider,O Uzu Gumo,English versions: Whirl Spider,Sukuado;210,000,000;;Pirate Captain;;Grand Line;Subordonné de L'Équipage de Barbe Blanche L'Équipage des Spider Malstrom;Squardo, L'Araignée des Maelstrom, Squard, Sukuādo, Uzu Gumo;;;Pirate Capitaine;Grand Line;210.000.000;52 ans;228 cm;Vivant(e);"Chapitre 551 ; Épisode 460";Aucun;210 000 000
streusen;Streusen;Big Mom Pirates;Rocks Pirates;Gourmet Knight,Bishoku Kishi,Shutoroizen;;Paramecia;Executive Chef;Pirate;Grand Line;Équipage de Big Mom L'Équipage de Rocks;Chevalier Gourmet, Streusen, Shutoroizen, Bishoku Kishi;Paramecia;Archipel Totto Land;Chef Cuisinier Pirate;Grand Line;;92 ans;140 cm;Vivant(e);"Chapitre 858 ; Épisode 827";Kuku Kuku no Mi;Inconnu
stussy;Stussy;Vegapunk;CP0,Underworld,MADS;Queen of the Pleasure District,Kanraku-gai no Joo,Sutyushi;;Zoan;Spy;"Cipher Pol Agent; Empress of the Underworld";MADS Research Ship;CP-AIGIS0Pègre;Reine des Quartiers de Plaisir, Stussy, Sutyūshī, Kanraku-gai no Joō;Zoan;;Agent du Cipher PolEmpereur de la PègreReine du Quartier des Plaisirs;Grand Line;;36 ans;179 cm;Inconnu;"Chapitre 860 ; Épisode 830";Batto Batto no Mi;Aucune
sugar;Sugar;Donquixote Pirates;Aucune;Shuga;;Paramecia;Pirate Special Officer;;North Blue;Équipage de Don Quijote;Sugar, Shugā;Paramecia;Dressrosa;Pirate;North Blue;;22 ans;110 cm;Vivant(e);"Chapitre 682 ; Épisode 608";Hobi Hobi no Mi;Inconnu
suleiman;Suleiman;Beautiful Pirates;Underworld,Straw Hat Grand Fleet;Suleiman the Beheader,Kubi-hane Sureiman,Sureiman;67,000,000;;Pirate;"War Criminal; Mercenary";South Blue;La Grande Flotte du Chapeau de Paille, L'Équipage des Magnifiques Pirates;Le Briseur de Nuques, Suleiman, Surēman, Kubi-hane;;;Pirate, Gladiateur, Epéiste;South Blue;67 000 000;40 ans;240 cm;Vivant(e);"Chapitre 704 ; Épisode 632";Aucun;67 000 000
tamago;Tamago;Big Mom Pirates;Aucune;Baron Tamago,Tamago Danshaku,Tamago;429,000,000;Zoan;Combatant;Broker;Grand Line;Équipage de Big Mom;"Le Baron Tamago ; Glénat : ""Baron Delœuf, Tamago, Delœuf, Tamago Danshaku";Zoan;;Pirate Courtier;Grand Line;429.000.000;46 ans;301 cm;Vivant(e);"Chapitre 651 ; Épisode 570";Tama Tama no Mi;429 000 000
tashigi;Tashigi;Marines;G-5,Loguetown Marine Base;Tashigi;100,000,000;;Captain;"Ensign; Master Chief Petty Officer";East Blue;Marine;Tashigi;;Logue Town;Capitaine, Sous-Lieutenant, Sergent-Chef;East Blue;;23 ans;170 cm;Vivant(e);"Chapitre 96 ; Épisode 48";Aucun;Inconnu
tilestone;Tilestone;Galley-La Company;Aucune;Tairusuton;;;Dock One Foreman;Shipwright;Water 7;Galley-La Company;Tileston, Tilestone, Tairusuton;;;Charpentier Contremaître du Quai 1;Water Seven;;35 ans;255 cm;Vivant(e);"Chapitre 323 ; Épisode 230";Aucun;Aucune
trafalgar-d-water-law;Trafalgar D. Water Law;Heart Pirates;Clan of D.,Ninja-Pirate-Mink-Samurai Alliance,Seven Warlords of the Sea,Donquixote Pirates;Surgeon of Death,Shi no Gekai,Torafaruga Di Wateru Ro;3,000,000,000;Paramecia;Pirate Captain;"Doctor; Warlord of the Sea";North Blue;Équipage du HeartAlliance des Ninjas-Pirates-Minks-SamouraïsSept Grands Corsaires L'Équipage de Don Quichotte Doflamingo;Trafalgar Law;Paramecia;Flevance Spider Miles Île de Swallow;Pirate, Capitaine PirateMédecinCo-Leader de l'AllianceSupernovaeGrand Corsaire;North Blue;200 000 000440 000 000500 000 0003,000,000,000, Post Wano;26 ans;191 cm;Vivant(e);"Chapitre 498 ; Épisode 392";Ope Ope no Mi;3 000 000 000
trebol;Trebol;Donquixote Pirates;Aucune;Toreboru;99,000,000;Paramecia;Pirate Executive Officer;"Staff Officer; Sugar's Bodyguard";North Blue;Équipage de Don Quijote;Trébol, Torēboru;Paramecia;Spider Miles Dressrosa;Pirate Garde du Corps;North Blue;99.000.000;49 ans;349 cm;Vivant(e);"Chapitre 700 ; Épisode 629";Beta Beta no Mi;99 000 000
tsuru;Tsuru;Marines;Aucune;Great Staff Officer,Dai-Sanbo,'Great Advisor,Tsuru;500,000,000;Paramecia;Vice Admiral;;North Blue;Marines;"La Grande Conseillère"" ; ""Vice-Amiral Tsuru, Tsuru, Dai-Sanbō, Tsuru Chūjō";Paramecia;;Vice-Amiral;North Blue;;76 ans;204 cm;Vivant(e);"Chapitre 234 ; Épisode 151";Woshu Woshu no Mi;Au moins 500 000 000
ulti;Ulti;Yamato;Beasts Pirates, Tobiroppo;Uruti;400,000,000;Ancient Zoan;Shinuchi;;Grand Line;Équipage des cent bêtes;Ulti, Uruti;Zoan Antique;;Pirate Tobiroppo;Grand Line;400.000.000;22 ans;173 cm;Vivant(e);"Chapitre 977 ; Épisode 982";Ryu Ryu no Mi, Model: Pachycephalosaurus;400 000 000
urouge;Urouge;Fallen Monk Pirates;Aucune;Mad Monk,Kaiso,Uruji;108,000,000;;Pirate Captain;;Sky Island;L'Équipage des Moines DépravésOnze Supernovae;Le Moine Fou, Urouge, Urūji, Kai Sō Urūji;Paramecia;;Capitaine Pirate;Îles Célestes;108 000 000;47 ans;388 cm;Vivant(e);"Chapitre 498 ; Épisode 392";Fruit sans nom;108 000 000
van-augur;Van Augur;Blackbeard Pirates;Aucune;The Supersonic,Otogoe,Van Oga;64,000,000;Paramecia;Titanic Captain, Captain of the Third Ship;Sniper;East Blue;L'Équipage de Barbe Noire;Le Supersonique, Van Augur, Van Auger, Van Ōgā, Otogoe;Paramecia;;PirateTireur d'ÉliteCommandant de la 3ème flotte de L'Équipage de Barbe Noire;East Blue;64.000.000;27 ans;340 cm;Vivant(e);"Chapitre 222 ; Épisode 146";Wapu Wapu no Mi;64 000 000
vander-decken-ix;Vander Decken IX;Flying Pirates;Ally of the New Fish-Man Pirates;Banda Dekken Kyusei;Unknown;Paramecia;Pirate Captain;;Ryugu Kingdom;L'Équipage des Pirates Volants;Vander Decken IX, Bandā Dekken Kyūsē;Paramecia;;Capitaine Pirate;Île des Hommes-Poissons, Royaume Ryugu;;35 ans;352 cm;Vivant(e);"Chapitre 606 ; Épisode 525";Mato Mato no Mi;Inconnu
vasco-shot;Vasco Shot;Blackbeard Pirates;Impel Down;Heavy Drinker' Vasco Shot,Ozake no Basuko Shotto,Basuko Shotto;Unknown;Paramecia;Titanic Captain, Captain of the Eighth Ship;Prisoner of the Great Prison;South Blue;L'Équipage de Barbe Noire Les Prisonniers d'Impel Down;"Le Roi de la Bibine"" ou ""L'Ivrogne, Vasco Shot, Basuko Shotto, Oozake no Basuko Shotto, ancienne édition";Paramecia;Île de Ruche;Pirate Commandant de la 8e flotte de l'équipage de Barbe Noire;South Blue;100.000.000;38 ans;573 cm;Vivant(e);"Chapitre 575 ; Épisode 484";Gabu Gabu no Mi;Inconnu
vinsmoke-ichiji;Vinsmoke Ichiji;Vinsmoke Family;Germa Kingdom,Germa 66;Sparking Red,Supakingu Reddo,Vinsumoku Ichiji;;;Prince;Mercenary;Germa Kingdom;Germa 66 Famille Vinsmoke;Sparking Red, Vinsmoke Ichiji, Ichiji Vinsmoke, Vinsumōku Ichiji, Supākingu Reddo;;;Prince Soldat du Germa 66;North Blue;;21 ans;186 cm;Vivant(e);"Chapitre 828 ; Épisode 787";Aucun;Aucune
vinsmoke-niji;Vinsmoke Niji;Vinsmoke Family;Germa Kingdom,Germa 66;Dengeki Blue,Dengeki Buru,Electric Shock Blue,Vinsumoku Niji;;;Prince;Mercenary;Germa Kingdom;"Germa 66; Famille Vinsmoke";Electric Blue, Vinsmoke Niji, Niji Vinsmoke, Vinsumōku Niji, Dengeki Burū;;;"Prince; Soldat du Germa 66";North Blue;;21 ans;185 cm;Vivant(e);"Chapitre 828 ; Épisode 787";Aucun;Aucune
vinsmoke-reiju;Vinsmoke Reiju;Vinsmoke Family;Germa Kingdom,Germa 66;Poison Pink,Poizun Pinku,Vinsumoku Reiju;;;Princess;Mercenary;Germa Kingdom;Germa 66Famille Vinsmoke;Poison Pink, Vinsmoke Reiju, Reiju Vinsmoke, Vinsumōku Reiju, Poizun Pinku;;;Princesse;North Blue;;24 ans;173 cm;Vivant(e);"Chapitre 826 ; Épisode 784";Aucun;Aucune
vinsmoke-yonji;Vinsmoke Yonji;Vinsmoke Family;Germa Kingdom,Germa 66;Winch Green,Uinchi Gurin,Vinsumoku Yonji;;;Prince;Mercenary;Germa Kingdom;"Germa 66 ; Famille Vinsmoke";Winch Green, Vinsmoke Yonji, Yonji Vinsmoke, Vinsumōku Yonji, Uinchi Gurīn;;;;North Blue;;21 ans;194 cm;Vivant(e);"Chapitre 825 ; Épisode 783";Aucun;Aucune
riku-viola;Riku Viola;Riku Family;Donquixote Pirates;Violet,Vaioretto,Viora;;Paramecia;Princess of Dressrosa;"Pirate Officer; Assassin; Dancer";Dressrosa;Équipage de Don Quijote;Violette, Riku Viola, Viola, Viora, Vaioretto;Paramecia;;Princesse de Dressrosa Assassin Pirate Danseuse;Dressrosa;;29 ans;178 cm;Vivant(e);"Chapitre 703 ; Épisode 632";Giro Giro no Mi;Aucune
vista;Vista;Whitebeard Pirates;Aucune;Vista of the Flower Swords,Kaken no Bisuta,Crunchyroll: 'Vista the Flower Blade,Bisuta;Unknown;;5th Division Commander;Pirate;North Blue;L'Équipage de Barbe Blanche;L'épée fleurie, Vista, Bisuta, Kaken;;;Pirate Commandant de la 5e Division Épéiste;North Blue;Inconnue;47 ans;328 cm;Vivant(e);"Chapitre 552 ; Épisode 0";Aucun;Inconnu
vito;Vito;Fire Tank Pirates;Aucune;Monster Gun,Kaiju,'Phantom Gun,Vito;95,000,000;;Pirate, Advisor;Mafia gangster;West Blue;Équipage du Fire Tank;Monster Gun, Vito, Kai jū;;;Conseiller de Équipage du Fire Tank Pirates;West Blue;95.000.000;36 ans;242 cm;Vivant(e);"Chapitre 812 ; Épisode 763";Aucun;95 000 000
wadatsumi;Wadatsumi;Sun Pirates;Flying Pirates;Large Monk,Onyudo,Giant Monk' in the FUNimation subs,Wadatsumi;;;Pirate;;Ryugu Kingdom;L'Équipage des Pirates du SoleilL'Équipage des Pirates Volants;Moine Géant, Wadatsumi, Ōnyūdō;;;Pirate;Île des Hommes-Poissons, Royaume Ryugu;;25 ans;8000 cm;Vivant(e);"Chapitre 606 ; Épisode 525";Aucun;Inconnu
wanda;Wanda;Mokomo Dukedom;Inuarashi Musketeer Squad,Ninja-Pirate-Mink-Samurai Alliance;Wanda;;;Musketeer;Kingsbird;Mokomo Dukedom;Principauté de Mokomo;Wanda;;Zou;Gardien de la forêt de la Baleine Oiseau Royal Membre de L'Escouade de Mousquetaires Épéiste;Zou, Principauté de Mokomo;;28 ans;181 cm;Vivant(e);"Chapitre 804 ; Épisode 753";Aucun;Aucune
wanze;Wanze;CP7;Aucune;Mad Wanze,Maddona Wanze,Wanze;;;Cipher Pol Agent;Chef;West Blue;CP7;Wanze;;;Agent du Cipher PolChef;West Blue;;28 ans;173 cm;Vivant(e);"Chapitre 367 ; Épisode 257";Aucun;Aucune
wapol;Wapol;Evil Black Drum Kingdom;Drum Kingdom,Bliking Pirates;Tin-Plate' Wapol,Buriki no Waporu,Wapol of Tin,Waporu;;Paramecia;King of the Evil Black Drum Kingdom;"President of Wapol Konzern; King of Drum Kingdom; Pirate; Captain";Drum Kingdom;Île de Drum L’Équipage de Wapol Royaume maléfique de Black Drum;"Lord Wapol""; ""Wapol la quincaille/Wapol aux plaquettes métalliques, Wapol, Waporu, Buriki no Waporu";Paramecia;;"Roi de Drum ; Capitaine Pirate ; Patron de la Baku Baku Factory, Roi du Royaume maléfique de Black Drum.";Île de Drum;Inconnue;29 ans;207 cm;Vivant(e);"Chapitre 131 ; Épisode 79";Baku Baku no Mi;Inconnu
who-s-who;Who's-Who;Beasts Pirates;Tobiroppo,Who's-Who Pirates,CP9;Who of the Droplets,Shibuki no Fu,Fuzu Fu;546,000,000;Ancient Zoan;Shinuchi;"Pirate; Captain; Prisoner; Cipher Pol Agent";North Blue;L'Équipage aux Cent Bêtes CP9 L'Équipage de Who's-Who;Who la Goutelette, Who's-Who, Fūzu Fū, Shibuki no Fū;Zoan Antique;Île Onigashima;Pirate Tobiroppo Capitaine Pirate Agent du Cipher Pol;North Blue;546.000.000;38 ans;336 cm;Vivant(e);"Chapitre 979 ; Épisode 985";Neko Neko no Mi, Model: Saber Tiger;546 000 000
wiper;Wiper;Shandia;God's Guards;Berserker,Senki,Waipa;;;Shandia Warrior;God's Guard;Skypiea;Shandia, Gardes de Dieu;Wiper le Démon Furieux, Wiper, Waipa, Senki Waipā;;;Guerrier Shandia, Gardes de Dieu;Skypiea;;24 ans;183 cm;Vivant(e);"Chapitre 237 ; Épisode 153";Aucun;Aucune
x-drake;X Drake;Marines;SWORD,Drake Pirates,Beasts Pirates,Tobiroppo,Barrels Pirates,Ninja-Pirate-Mink-Samurai Alliance;Dory,Dorii,English version: Drie,Red Flag,Akahata,Diesu Doreku;222,000,000;Ancient Zoan;Captain of SWORD;"Pirate; Captain; Shinuchi; Marine Rear Admiral";North Blue;"L'Équipage de X. Barrels Équipage des cent bêtes Équipage de DrakeOnze Supernovae Marine ""SWORD""";"Le Drapeau Rouge""; ""Le Pavillon Rouge, X-Drake, Dory, Diesu Dorēku, Aka Hata, Dorii";Zoan Antique;;"Capitaine Pirate, Tobiroppo Sous-Amiral, Commandant du ""SWORD""";North Blue;222.000.000;33 ans;233 cm;Vivant(e);"Chapitre 498 ; Épisode 392";Ryu Ryu no Mi, Model: Allosaurus;222 000 000
yamato;Yamato;Ninja-Pirate-Mink-Samurai Alliance;Beasts Pirates;Kouzuki Oden,Kozuki Oden,Oni Princess,Onihime,'Ogre Princess,Yamato;;Mythical Zoan;;;;Alliance des Ninjas-Pirates-Minks-Samouraïs;Oden Kozuki, Princesse Démone, Yamato, Kōzuki Oden, par elle-même;Zoan Mythique;Pays des Wa, Île Onigashima;Civile;Origine inconnue;;28 ans;263 cm;Vivant(e);"Chapitre 971 ; Épisode 972";Inu Inu no Mi, Model: Okuchi no Makami;Aucune
yarle;Yarle;Giant Warrior Pirates;Aucune;Mountain Beard' Jarul,Yamahige no Yaruru,Beardhill,Yaruru;;;Pirate Captain;;Elbaph;L'Équipage des Géants Erbaf;Jarl à la Barbe en cime, Yarle, Jarl, Yaruru, Yamahige no Yaruru;;Erbaf;Capitaine Pirate;Erbaf;;408 ans;2050 cm;Vivant(e);"Chapitre 866 ; Épisode 836";Aucun;Inconnu
yasopp;Yasopp;Red Hair Pirates;Aucune;Chaser,Cheisa,Yasoppu;Unknown;;Pirate;"Senior Officer; Sniper";Gecko Islands;L'Équipage du Roux;Le Chasseur, Yasopp, Yasoppu, Cheisā;;;PirateSniper;East Blue, Archipel des Gekko;Inconnue;47 ans;183 cm;Vivant(e);"Chapitre 1 ; Épisode 4";Aucun;Inconnu
yosaku;Yosaku;Johnny;Roronoa Zoro's band;Yosaku;;;Bounty Hunter;Fisherman;East Blue;Johnny, Roronoa Zoro;Yosaku;;;Chasseurs de Primes;East Blue;;26 ans;185 cm;Vivant(e);"Chapitre 42 ; Épisode 20";Aucun;Aucune
zala;Zala;New Spiders Cafe;Baroque Works;Miss Doublefinger,Misu Daburufinga,4Kids: 'Ms. New Year's Eve,Funimation: 'Miss Double Finger,Paula,Pora,'Pola,Poison Spider Zala,Doku Gumo no Zara,Zara;35,000,000;Paramecia;Spiders Cafe Owner;"Assassin; Officer Agent";Grand Line;Baroque Works Spider's Café;"Miss Doublefinger"" ; ""Paula, ""L'Araignée Empoisonnée"", Zala, Zara, Misu Daburufingā, Pōra, Doku Gumo";Paramecia;;Propriétaire du Spiders Café Agente Officière de Baroque Works;Grand Line;35.000.000;28 ans;187 cm;Vivant(e);"Chapitre 155 ; Épisode 103";Toge Toge no Mi;35 000 000
zambai;Zambai;Galley-La Company;Zambai's Company Union,Franky Family;Zanbai;;;Dismantler;Bounty Hunter;Water 7;"Franky Family ; Galley-La Company";Zambai, Zanbai;;;"Charpentier ; Chasseurs de Primes";Water Seven;;35 ans;227 cm;Vivant(e);"Chapitre 324 ; Épisode 230";Aucun;Aucune
zeff;Zeff;Baratie;Cook Pirates;Red-Leg Zeff,Akaashi no Zefu,Red Foot Zeff,English,Zefu;Unknown;;Head Chef of Baratie, Pirate Captain;;East Blue;BaratieL'Équipage du Cook;Zeff aux Pieds Rouges, Zeff, Zefu, Aka Ashi no Zefu;;Baratie;Capitaine Pirate de l'Équipage du Cook Chef cuisinier et dirigeant du Baratie;East Blue;60 000 000;67 ans;189 cm;Vivant(e);"Chapitre 43 ; Épisode 20";Aucun;Inconnu
zeo;Zeo;New Fish-Man Pirates;Aucune;Noble of the Fish-Man District,Gyojin-gai no Kizoku,Zeo;;;Pirate;Pirate Officer;Ryugu Kingdom;L'Équipage des Nouveaux Hommes-Poissons;Noble du District des Hommes-Poissons, Zeo, Gyojin-gai no Kizoku;;;Lieutenant Pirate des Nouveaux Hommes-Poissons;Île des Hommes-Poissons, Royaume Ryugu;;30 ans;325 cm;Vivant(e);"Chapitre 611 ; Épisode 530";Aucun;Inconnu
mansherry;Mansherry;Tontatta Kingdom;Aucune;Mansheri;;Paramecia;Princess;;Green Bit;Royaume de Tontatta;Mansherry, Manshelly, Mansherī;Paramecia;;Princesse;Green Bit;;25 ans;20 cm;Vivant(e);"Chapitre 717 ; Épisode 647";Chiyu Chiyu no Mi;Aucune
mozu-et-kiwi;Mozu et Kiwi;Franky Family;Aucune;Square Sisters,Sukuea Shisutazu,Mozu & Kiui;;;Bartenders;Bounty Hunters;Water 7, Slums;Franky Family;Mozu et Kiwi, Mozu & Kiui;;Water Seven;"Désosseuses de bateaux; ServeusesChasseurs de Primes";Grand Line, Bas-fonds de Water Seven;;Mozu 21 ans, Kiwi 22 ans;187 cm;Vivant(e);"Chapitre 329 ; Épisode 233";Aucun;Aucune
shirahoshi;Shirahoshi;Neptune Family;Ryugu Kingdom;Poseidon,Mermaid Princess,Ningyo Hime,Shirahoshi;;;Princess of the Ryugu Kingdom;;Ryugu Kingdom;Famille de Neptune Royaume Ryugu;Poséidon, Princesse Sirène, Shirahoshi, Ningyo Hime;;;Princesse du royaume des hommes-poissons;Île des Hommes-Poissons, Royaume Ryugu;;16 ans;1187 cm;Vivant(e);"Chapitre 612 ; Épisode 531";Aucun;Aucune
vinsmoke-sanji;Sanji;Straw Hat Pirates;Straw Hat Grand Fleet,Vinsmoke Family,Baratie,Germa Kingdom,Ninja-Pirate-Mink-Samurai Alliance;Mr. Prince,Mr.,Misuta Purinsu,San-gorou,Sangoro,English versions: Sangoro,Osoba-mask,O-Soba Masuku,English versions: 'Soba Mask,Vinsmoke Sanji,Vinsumoku Sanji,Black Leg,Kuro Ashi,Sanji;1,032,000,000;;Cook;"Senior Officer; Sous Chef; Prince; Cart Vendor";North Blue;L'Équipage du Chapeau de PailleFamille Vinsmoke;Mr. Prince, Sangoro, O-Soba Mask, Sandy, La Jambe Noire, Sanji, Vinsmoke Sanji, Mr, Misutā Purinsu, O-Soba Masuku, Kuro Ashi, Vinsumōku Sanji;;Baratie Royaume de Germa;"Cuisinier; PirateSous-Chef Prince";Royaume de Germa;1.032.000.000330.000.000177.000.00077.000.000;21 ans;180 cm;Vivant(e);"Chapitre 43 ; Épisode 20";Aucun;1 032 000 000
iceburg;Iceburg;Galley-La Company;Water 7,Tom's Workers;Aisubagu;;;President of the Galley-La Company;Mayor of Water 7;Water 7;"Water SevenGalley-La Company; Tom's Workers";Iceburg, Icebarg, Aisubāgu;;;Maire de Water SevenPrésident de Galley-La CompanyCharpentier;Water Seven;;40 ans;199 cm;Vivant(e);"Chapitre 323 ; Épisode 230";Aucun;Aucune
tony-tony-chopper;Tony Tony Chopper;Straw Hat Pirates;Straw Hat Grand Fleet,Foxy Pirates,Ninja-Pirate-Mink-Samurai Alliance;Chopa-emon,Choppaemon,English versions: Chopperemon,Cotton Candy Lover,Wataame Daisuki,Toni Toni Choppa;1;Zoan;Doctor;Senior Officer;Drum Island;Équipage de Chapeau de PailleÉquipage de Foxy;Tony-Tony Chopper, Le Fana de Barbe à Papa, Tonī Tonī Choppā, Wataame Daisuki;Zoan;;Docteur, Pirate;Grand Line, Royaume des Cerisiers;1.00010050;17 ans;90 cm;Vivant(e);"Chapitre 134 ; Épisode 81";Hito Hito no Mi;1 000
usopp;Usopp;Straw Hat Pirates;Straw Hat Grand Fleet,Usopp Pirates,Ninja-Pirate-Mink-Samurai Alliance;Sogeking,Sogekingu,Hana Arashi'Usoland,Usorando,Uso-hachi,Usohachi,English versions: Usohachi,King of Snipers,Sogeki no O-sama,Sniper King,VIZ,God,Goddo,Usoppu;500,000,000;;Sniper;"Senior Officer; Toad Oil Salesman";Gecko Islands;Équipage de Chapeau de PailleÉquipage du Capitaine Usopp;Sniperking/Roi Dutir, Usohachi, Pipo, Dieu Usopp, Usopp, Usoppu, Sogekingu, Sogeki no Ou-sama, Goddo Usoppu;;;Tireur d'élite, Pirate;;500.000.000200.000.00030.000.000;19 ans;176 cm;Vivant(e);"Chapitre 23 ; Épisode 8";Aucun;500 000 000
dracule-mihawk;Dracule Mihawk;Cross Guild;Seven Warlords of the Sea;Hawk Eyes Mihawk,Taka no Me no Mihoku,Hawk-Eye' in the English versions,Strongest Swordsman in the World,Sekai Saikyo no Kenshi,Marine Hunter,Kaihei-gari,'Naval Hunter,Jurakyuru Mihoku;3,590,000,000;;Pirate;"Cross Guild Officer; Warlord of the Sea";;Cross Guild Sept grands corsaires;Delacure Mihawk, Oeil de Faucon Mihawk, Le plus grand escrimeur du Monde, Le Clairvoyant, Le chasseur de soldats, Dracule Mihawk, Dracule MihawkJuraquille Mihawk, Jurakyūru Mihōku, Taka no Me no Mihōku, Sekai Saikyō no Kenshi, Senrigan, Kaihei-gari;;Île Obscuria Île de Kalai Bali;PirateSabreurGrand corsaire;;3.590.000.000;43 ans;198 cm;Vivant(e);"Chapitre 49 ; Épisode 23";Aucun;3 590 000 000
silvers-rayleigh;Silvers Rayleigh;Roger Pirates;Aucune;Dark King,Meio,Right Hand of the Pirate King,Kaizoku-O no Migiude,Shirubazu Reiri;Unknown;;Coating Mechanic;"First Mate; Pirate";;L'Équipage des Pirates de Roger;Le Bras Droit du Roi des Pirates, Le Seigneur des Ténèbres, Silvers Rayleigh, Shirubāzu Rērī, Kaizoku-Ō no Migiude, Mē-Ō;;Archipel des Sabaody;Mécanicien du RevêtementPirate/Second;;;78 ans;188 cm;Vivant(e);"Chapitre 19 ; Épisode 8";Aucun;Inconnu
charlotte-pudding;Charlotte Pudding;Charlotte Family;Big Mom Pirates;Sharotto Purin;;Paramecia;Pirate Officer;"Chocolatier; Cafe Owner";Totto Land;"Famille Charlotte; L'Équipage de Big Mom";"Le Monstre"" ; ""Poupée, Charlotte Pudding, Shārotto Purin, Bakemono, Ningyō";Paramecia;Île Cacao, Chocolate Town;"Propriétaire du Café Caramel; Pirate, Cuisinière";;;16 ans;166 cm;Vivant(e);"Chapitre 651 ; Épisode 571";Memo Memo no Mi;Inconnu
kikunojo;Kikunojo;Kouzuki Family;Nine Red Scabbards,Ninja-Pirate-Mink-Samurai Alliance;O-Kiku,English: 'Okiku,Kikunojo of the Lingering Snow,Zansetsu no Kikunojo,English: 'Kikunojo of the Fallen Snow,Kikunojo;;;Daimyo of Ringo;"Samurai; Retainer of the Kouzuki Family; Tea House Poster Girl";Wano Country;Famille Kozuki Alliance des Ninjas-Pirates-Minks-Samouraïs Neuf Fourreaux Rouges;O-Kiku, Kikunojo des neiges printanières, Kikunojo, Zansetsu no Kikunojō;;Village d'Okobore Kuri;Daimyo Samouraï Serveuse d'un salon de thé;Pays des Wa;;22 ans;287 cm;Vivant(e);"Chapitre 913 ; Épisode 899";Aucun;Aucune
pell;Pell;Arabasta Kingdom;Aucune;Pell the Falcon,Hayabusa no Peru,Peru;;Zoan;Commander of Royal Guards;;Arabasta Kingdom;;Pell le Faucon, Pell, Peru, Taka no Peru;Zoan;;Commandant de l'Armée Royale;Royaume d'Alabasta;;35 ans;189 cm;Vivant(e);"Chapitre 155 ; Épisode 91";Tori Tori no Mi, Model: Falcon;Aucune
kurozumi-tama;Kurozumi Tama;Kurozumi Family;Ninja-Pirate-Mink-Samurai Alliance;Kurozumi Tama;;Paramecia;Kunoichi in training;Kasa weaver;Wano Country;Pays de Wa Famille Kurozumi;Kurozumi Tama;Paramecia;Pays des Wa, Village d'Amigasa;Apprentie Ninja;;;8 ans;108 cm;Vivant(e);"Chapitre 911 ; Épisode 893";Kibi Kibi no Mi;Aucune
ben-beckmann;Ben Beckmann;Red Hair Pirates;Aucune;Ben Bekkuman;Unknown;;Pirate;First Mate;North Blue;L'Équipage du Roux;Benn Beckman, Ben Beckman, Ben Bekkuman;;;PirateSecond;North Blue;Inconnue;50 ans;206 cm;Vivant(e);"Chapitre 1 ; Épisode 4";Aucun;Inconnu
