id;local_name;en_wiki_mainaffiliation;en_wiki_subaffiliations;en_wiki_age;en_wiki_aliases;en_wiki_bounty;en_wiki_dfname;en_wiki_dftype;en_wiki_first;en_wiki_height;en_wiki_occupation_actuelle;en_wiki_autres_occupations;en_wiki_origin;en_wiki_status;fr_wiki_affiliation;fr_wiki_âge;fr_wiki_aliases;fr_wiki_dfnom;fr_wiki_dftype;fr_wiki_lieuvie;fr_wiki_occupation;fr_wiki_origine;fr_wiki_première;fr_wiki_prime;fr_wiki_statut;fr_wiki_taille
nami;Nami;Straw Hat Pirates;"Straw Hat Grand Fleet,Arlong Pirates ,Ninja-Pirate-Mink-Samurai Alliance";20;"Namizo,O-Nami,Onami,English versions: 'Onami,Cat Burglar,Dorobo Neko,Nami";"366,000,000";;;"Chapter 8; Episode 1Chapter 1 (cover)";170 cm;Navigator;"Senior Officer; Thief; Pirate Officer (Arlong Pirates, former); Kunoichi (temporary)";Conomi Islands;Alive;Équipage de Chapeau de PailleÉquipage d'Arlong L'Équipage de Gyanzack Équipage du Lion d'Or;20 ans;"""La Chatte Voleuse/La Voleuse"" (泥棒猫, Dorobō Neko), Nami, ナミ";;;Village de Kokoyashi Weatheria;"Pirate; VoleuseNavigatriceLieutenante de l'Équipage d'Arlong";East Blue (Royaume d'Oykot);"Chapitre 8 ; Épisode 1Chapitre 8 (couverture)";366.000.00066.000.00016.000.000;Vivante;1m691m70
nefertari-cobra;Nefertari Cobra;Arabasta Kingdom;Clan of D.;50;Neferutari Kobura;;;;"Chapter 142; Episode 91";182 cm;King of Arabasta;;Arabasta Kingdom;Deceased;Famille Nefertari;50 ans;"Nefertari Cobra, ネフェルタリ・コブラ, Neferutari Kobura";;;;Roi;Royaume d'Alabasta;"Chapitre 142 ; Épisode 91Chapitre 0 ; Épisode 0";;Décédé;1m82
nefertari-vivi;Nefertari Vivi;Arabasta Kingdom;"Nefertari Family,Straw Hat Pirates,Baroque Works,Clan of D.,Sand-Sand Clan";18;"Miss Wednesday,Misu Wenzude,Ms. Wednesday,4Kids dub,Neferutari Bibi";;;;"Chapter 103; Episode 62";169 cm;Princess of Arabasta;"Pirate; Bounty Hunter; Frontier Agent; Sand-Sand Clan Vice-Leader";Arabasta Kingdom;Alive;AlabastaBaroque Works L'Équipage du Chapeau de Paille;18 ans;"""Miss Wednesday"" (ミス・ウェンズデー, Misu Wenzudē), Nefertari D. Vivi, ネフェルタリ・D（ディー）・ビビ, Neferutari D. Bibi";;;;Princesse d'AlabastaAgent Frontière de Baroque Works Pirate;Royaume d'Alabasta;"Chapitre 103 ; Épisode 62";;Vivante;1m69
nekomamushi;Nekomamushi;Mokomo Dukedom;"Guardians,Kouzuki Family,Ninja-Pirate-Mink-Samurai Alliance ,Nine Red Scabbards,Roger Pirates,Whitebeard Pirates";40;"Master Nekomamushi,Nekomamushi no Dan'na,'The Cat Viper' Funimation: 'Master Cat Viper,Ruler of Night,Yoru no O,Simulcast subs: 'King of Night,Nekomamushi";;;;"Chapter 809; Episode 756";522 cm;Yakuza Boss;"Ruler of Mokomo Dukedom; Guardian of the Whale Forest; Retainer; Samurai; Pirate Apprentice";Mokomo Dukedom;Alive;Principauté de Mokomo Famille Kozuki L'Équipage des Pirates Roger Équipage de Barbe Blanche Neuf Fourreaux Rouges Alliance des Ninjas-Pirates-Minks-Samouraïs (dissous);40 ans;"Le Roi du Crépuscule (夜の王, Yoru no Ō);Maître Nekomamushi (ネコマムシの旦那, Nekomamushi no Danna), Nekomamushi, Chavipère, ネコマムシ";;;Pays des Wa (Kuri);Guardians de la Forêt de la Baleine Pirate Boss Yakuza;Zou (Principauté de Mokomo);"Chapitre 809 ; Épisode 759; Épisode 755 (mentionné)";;Vivant;5m22
neptune;Neptune;Neptune Family;Ryugu Kingdom;70;"God of the Sea,Kaishin,Great Knight of the Sea,Umi no Dai-kishi,Nepuchun";;;;"Chapter 611; Episode 530";1220 cm;King of the Ryugu Kingdom;Prince;Ryugu Kingdom;Alive;Famille royale du royaume Ryugu;70 ans;"""Dieu de la Mer"" (海神, Kaishin),""Grand Chevalier de la Mer"" (海の大騎士, Umi no Dai-kishi), Neptune, ネプチューン, Nepuchūn";;;;Roi du royaume Ryugu Prince;Île des Hommes-Poissons (royaume Ryugu);"Chapitre 611 ; Épisode 530";;Vivant;12m20
nero;Nero;CP9;Aucune;22;"Nero the Sea Weasel,Umi Itachi no Nero,Nero";;;;"Chapter 367; Episode 257";202 cm;Cipher Pol Agent;;West Blue;Unknown;CP9;22 ans;"""La Belette des Mers"" (海イタチ, Umi Itachi), Nero, ネロ";;;;Agent du CP9 et Assassin;West Blue;"Chapitre 367, Épisode 259";;Inconnu;2.02 m
nezumi;Nezumi;Marines;Marine 16th Branch;36;Nezumi;"100,000,000";;;"Chapter 69; Episode 31";182 cm;Marine Captain;Marine Commander (Non-Canon) =;East Blue;Alive;Marine;36 ans;"Nezumi, ネズミ";;;;"Capitaine; 16e Branche Lieutenant Colonel (non-canon)";East Blue;"Chapitre 69, Épisode 31";;Vivant;1m82
nico-robin;Nico Robin;Straw Hat Pirates;"Straw Hat Grand Fleet,Baroque Works ,Foxy Pirates,Ohara Archaeologists,Revolutionary Army,Ninja-Pirate-Mink-Samurai Alliance";30;"Miss All Sunday,Misu Orusande,Ms. Sunday,4Kids dub,O-Robi,Orobi,English versions: 'Orobi,Devil Child,Akuma no Ko,English versions: 'Demon Child,Light of the Revolution,Kakumei no Tomoshibi,Niko Robin";"930,000,000";Hana Hana no Mi;Paramecia;"Chapter 114; Episode 67";188 cm;Archaeologist;"Senior Officer; Geisha (temporary); Assassin; Baroque Works Vice President; Rain Dinners manager; Revolutionary; Slave";West Blue;Alive;Équipage de Chapeau de PailleBaroque Works Armée Révolutionnaire Équipage de Foxy;30 ans;"""Miss Allsunday"" (ミス・オールサンデー, Misu Ōrusandē)""O-Robi"" (おロビ , Orobi), ""L'Enfant du Démon"" (悪魔の子, Akuma no Ko)""La Démone"" (悪魔達, Akuma-tachi)""La Démone d'Ohara"" (オハラの悪魔達, Ohara no Akuma-tachi)""La Lumière de la Révolution"" (革命の灯, Kakumei no Tomoshibi), Nico Robin, ニコ・ロビン, Niko Robin";"Hana Hana no Mi, Fruit des Éclosions";Paramecia;Ohara Alabasta;"Archéologue, PirateAssassin Vice-Présidente de Baroque Works Co-directrice du Rain Dinners Esclave Révolutionnaire (temporaire), Geisha";West Blue;"Chapitre 114, Épisode 67";930.000.000130.000.00080.000.00079.000.000;Vivante;1m88
octo;Octo;Takoyaki 8;"Arlong Pirates,Sun Pirates";38;"Six Sword Style Hachi,Rokutoryu no Hachi,Hatchan";"8,000,000";;;"Chapter 69; Episode 31";220 cm;Takoyaki seller;Pirate Officer;;Alive;Takoyaki 8Équipage d'Arlong Équipage des Pirates du Soleil;38 ans;"""Hachi aux Six Lames"" (六刀流のハチ, Rokutōryū no Hachi), Octo, はっちゃん, Hatchan";;;;CuisinierPirate;Île des Hommes-Poissons (Royaume Ryugu);"Chapitre 69 ; Épisode 31Chapitre 0 ; Épisode 0";8 000 000;Vivant;2m20
ohm;Ohm;God's Army;Aucune;29;"Skybreeder,Sukaiburida,Omu";;;;"Chapter 241; Episode 155";189 cm;Priest of Enel;;Birka;Unknown;Clan d'Ener;29 ans;"Ohmu, ""L’Éleveur du Ciel"" (スカイ ブリーダー, Sukai Burīdā), Ohm, Om, オーム, Ōmu";;;;"Prélat, Épéiste";Îles Célestes (Bilca);"Chapitre 241 ; Épisode 155";;;1m89
oimo;Oimo;World Government;Giant Warrior Pirates;153;Oimo;;;;"Chapter 377; Episode 265";1600 cm;Pirate;Gate Guardian;Elbaph;Alive;L'Équipage des Géants Staff d'Enies Lobby Franky Family(allié);153 ans;"Oimo, オイモ";;;Enies Lobby Water Seven;PirateGardien d'Enies Lobby;Erbaf;"Chapitre 377 ; Épisode 265Chapitre 0 ; Épisode 0";;;16 m
orlumbus;Orlumbus;Yonta Maria Grand Fleet;"Straw Hat Grand Fleet,Standing Kingdom";42;"Massacre Ruler,Satsuriku Shihaisha,'Savage Surmounter,Made-Up Explorer,Itsuwari no Boken Yaro,'Adventurer of Lies,Pioneer Explorer,Kaitaku Boken-ka,'Adventuring Pioneer,Oronbusu";"148,000,000";;;"Chapter 704; Episode 632";480 cm;Captain of the Seventh Ship of the Straw Hat Grand Fleet;"Pirate; Admiral; Adventurer";Standing Kingdom;Alive;"Allié de Équipage du Chapeau de Paille, Flotte Yonta Maria (ヨンタマリア大船団 Yonta Maria Dai-sendan)";42 ans;"""Le Dirigeant"" (殺戮支配者, Satsuriku Shihaisha) L'Aventurier au Massacre Imaginaire (偽りの冒険野郎 Itsuwari no Bōken Yarō), Orlumbus, オオロンブス, Ōronbusu";;;;"Amiral de la grande flotte Yonte Maria, Gladiateur";Grand Line (Royaume de Standing);"Chapitre 704; Épisode 632";48.000.000 148.000.000;Vivant;4.80 m
pagaya;Pagaya;Skypiea;Aucune;54;Pagaya;;;;"Chapter 239; Episode 154";179 cm;Dial Boat Engineer;;Skypiea;Alive;Skypiéa;54 ans;"Pagaya, パガヤ";;;;Civil;Îles Célestes (Skypiea);"Chapitre 239 ; Épisode 154";;Vivant;1m79
page-one;Page One;Yamato;"Beasts Pirates, Tobiroppo";20;Pejiwan;"290,000,000";"Ryu Ryu no Mi, Model: Spinosaurus";Ancient Zoan;"Chapter 929; Episode 923";171 cm;Shinuchi;;Grand Line;Alive;Équipage des cent bêtes;20 ans;"Page One, ページワン, Pēji Wan";"Ryu Ryu no Mi, modèle Spinosaure, Fruit du dinosaure version Spinosaurus";Zoan Antique;;Pirate Tobiroppo;Grand Line;"Chapitre 929 ; Épisode 923";290.000.000;Vivant;1m71
peeply-lulu;Peeply Lulu;Galley-La Company;Aucune;33;Pipuri Ruru;;;;"Chapter 323; Episode 230";206 cm;Dock 1 Foreman;Shipwright;Water 7;Alive;Galley-La Company;33 ans;"Peeply Lulu, ピープリー･ルル, Pīpurī Ruru";;;Water Seven;"Charpentier; Contremaître du Quai n°1";Water Seven;"Chapitre 323;Épisode 230";;Vivant;2.06 m
perona;Perona;Equipage de Gecko Moria;"Mysterious Four, Thriller Bark, Dracule Mihawk";25;"Ghost Princess,Gosuto Purinsesu,Perona";;Horo Horo no Mi;Paramecia;"Chapter 443; Episode 338";160 cm;Pirate;Wild Zombies and Surprise Zombies Commander;West Blue;Alive;"Dracule MihawkRoronoa Zoro Thriller Bark (actuellement séparée de Gecko Moria à cause de Bartholomew Kuma), Quatre Mystérieux";25 ans;"""La Princesse Fantôme"" (ゴーストプリンセス, Gōsuto Purinsesu), Perona, ペローナ, Perōna";"Horo Horo no Mi, Fruit de l'Ectoplasme";Paramecia;;Animaux Zombies et Commandant d'Embuscade des Zombies;West Blue;"Chapitre 443 ; Épisode 337";;Vivante;1m60
pica;Pica;Donquixote Pirates;Aucune;40;Pika;"99,000,000";Ishi Ishi no Mi;Paramecia;"Chapter 700; Episode 629";470 cm;Pirate Executive Officer;;North Blue;Alive;Équipage de Don Quijote;40 ans;"Pica, ピーカ, Pīka";"Ishi Ishi no Mi, Fruit de la Caillasse";Paramecia;Spider Miles Dressrosa;Pirate;North Blue;"Chapitre 700 ; Épisode 629";99.000.000;Vivant;4m70
raizo;Raizo;Kouzuki Family;"Nine Red Scabbards,Ninja-Pirate-Mink-Samurai Alliance";35;"Raizo of the Mist,Kiri no Raizo,Raizo";;Maki Maki no Mi;Paramecia;"Chapter 817; Episode 768";311 cm;Daimyo;"Ninja; Retainer of the Kouzuki Family; Samurai; Member of the Kouzuki Family Oniwabanshu; Bandit";Wano Country;Alive;Pays des Wa Famille Kozuki Neuf Fourreaux Rouges;35 ans;"Raizo de la Brume (霧の雷ぞう, Kiri no Raizō), Raizo, 雷ぞう, Raizō";"Maki Maki no Mi, Inconnu";Paramecia;;Daimyo Ninja Samourai;Pays des Wa;"Chapitre 803 (mentionné) Chapitre 817 ; Épisode 768";;Vivant;3m11
rebecca;Rebecca;Dressrosa;Corrida Colosseum;16;"The Undefeated Woman,Muhai no Onna,The Phantom Princess,Maboroshi no Ojo,Rebekka";;;;"Chapter 704; Episode 633";171 cm;"Lady-in-waiting, Gladiator, Princess Of Dressrosa";;Dressrosa;Alive;Colisée Corrida;16 ans;"""La Femme Invaincue"" (無敗の女, Muhai no Onna) ""La Princesse Fantôme"" (幻の王女, Maboroshi no Ōjo), Rebecca, レベッカ, Rebekka";;;Dressrosa;"Gladiatrice ; Princesse de Dressrosa ; Dame de compagnie";Dressrosa;"Chapitre 704 ; Épisode 633";;Vivante;1m71
riku-doldo-iii;Riku Doldo III;Riku Family;Aucune;60;"Ricky,Rikki,King of Miracles,Kiseki no O,Riku Dorudo Sansei";;;;"Chapter 706; Episode 636";261 cm;King;Corrida Colosseum Gladiator;Dressrosa;Alive;Dressrosa Colisée Corrida;60 ans;"Ricky (Rikkī), Riku Doldo III, Riku Dold III, リク・ドルド3世, Riku Dorudo Sansei";;;;Roi Épéiste Gladiateur;Dressrosa;"Chapitre 706; Épisode 636";;;2m61
roronoa-zoro;Roronoa Zoro;Straw Hat Pirates;"Straw Hat Grand Fleet,Shimotsuki Family,Ninja-Pirate-Mink-Samurai Alliance";21;"Zoro-juurou,Zorojuro,Funimation: Zorojuro,VIZ Media: 'Zolojuro,Pirate Hunter Zoro,Kaizoku Gari no Zoro,Roronoa Zoro";"1,111,000,000";;;"Chapter 3; Episode 1";181 cm;Master Swordsman;"Pirate; Crew Combatant; Senior Officer; Ronin (temporary); Bounty Hunter";East Blue;Alive;"L'Équipage du Chapeau de Paille, Grande Flotte du Chapeau de PailleAlliance des Ninjas-Pirates-Minks-SamouraïsOnze Supernovas";21 ans;"""Zoro-juurou"" (ゾロ十郎, Zorojūrō), Roronoa Zorro, ""Le Chasseur de Pirates"" (海賊狩り, Kaizoku Gari);""Mr. Bushidô"" (par Nefertari Vivi)""Le Samouraï"" (par certains ennemis), Roronoa Zoro, ロロノア・ゾロ";;;Village de Shimotsuki Île de Kuraigana;"Escrimeur, PirateChasseur de Primes";East Blue;"Chapitre 3, Épisode 1";1.111.000.000320.000.000120.000.00060.000.000;Vivant;1m78 (début)1m81 (après ellipse)
ryuboshi;Ryuboshi;Neptune Family;Aucune;23;Ryuboshi;;;;"Chapter 609; Episode 528";544 cm;Prince of the Ryugu Kingdom;;Ryugu Kingdom;Alive;"Hommes-poissons; Famille royale de l'île des hommes-poissons";23 ans;"Ryuboshi, リュウボシ, Ryūboshi";;;;Prince du Ryugu Palace;Île des Hommes-Poissons (Royaume Ryugu);"Chapitre 609; Épisode 528";;Vivant;5m44
sabo;Sabo;Revolutionary Army;"Dadan Family,Goa Kingdom";22;"Lucy,Rushi,Flame Emperor,Entei,Sabo";"602,000,000";Mera Mera no Mi;Logia;"Chapter 583; Episode 494";187 cm;Chief of Staff ( Sanbo Socho) of the Revolutionary Army;"Noble; Pirate; Thief; Bandit";Goa Kingdom;Alive;Armée Révolutionnaire L'Équipage ASL Famille Dadan;22 ans;"Lucy (ルｰシｰ, Rūshī) ; ""L'Empereur des Flammes"" (炎帝, Entei), Sabo, サボ";"Mera Mera no Mi, Fruit Pyrogène (manga), Pyro-Fruit (anime)";Logia;Royaume de Goa Mont Corvo Baltigo Kedétrav;Nobles Pirate Second de l'Armée Révolutionnaire;East Blue (Royaume de Goa);"Chapitre 583 ; Épisode 494";Inconnue 602.000.000;Vivant;1m87
sai;Sai;Happo Navy;"Chinjao Family,Straw Hat Grand Fleet";28;"Don Sai,Sai";"210,000,000";;;"Chapter 704; Episode 632";242 cm;Captain of the Third Ship of the Straw Hat Grand Fleet;"13th Leader of the Happo Navy; Martial Artist (Fighter)";Kano Country;Alive;Flotte de Happou Armada de Chapeau de Paille Colisée Corrida;28 ans;"Don Sai (首領（ドン）・サイ, Don Sai), Sai, サイ";;;;;West Blue (Pays des Fleurs);"Chapitre 704 ; Épisode 632";210 000 000;Vivant;2m42
saint-rosward-charlos;Saint Rosward Charlos;World Government;Rosward Family;24;Rosuwado Charurosu Sei;;;;"Chapter 499; Episode 393";230 cm;World Noble;;Mary Geoise;Alive;Gouvernement Mondial Famille Rosward;24 ans;"Saint Rosward Charlos, Saint Charlos, ロズワード・チャルロス聖, Rosuwādo Charurosu Sei";;;;Dragons Célestes;Mary Geoise;"Chapitre 499; Épisode 393";;Vivant;2m30
sainte-rosward-sharlia;Sainte Rosward Sharlia;World Government;Rosward Family;17;Rosuwado Sharuria Gu;;;;"Chapter 497; Episode 391";178 cm;World Noble;;Mary Geoise;Alive;Gouvernement Mondial Famille Rosward;17 ans;"Sainte Rosward Sharlia, Sainte Shalulia Princesse Sharlia, ロズワード・シャルリア宮, Rosuwādo Sharuria Gū";;;Mary Geoise;Nobles Mondiaux;Red Line (Mary Geoise);"Chapitre 497 ; Épisode 391";;Vivante;1m78
sakazuki;Sakazuki;Marines;Aucune;55;"Akainu,literally meaning 'Red Dog,Sakazuki";"5,000,000,000";Magu Magu no Mi;Logia;"Chapter 397; Episode 278";306 cm;Fleet Admiral;"Admiral; Vice Admiral";North Blue;Alive;Marine;55 ans;"""Akainu"" (赤犬, Akainu, signifiant littéralement ""Chien Rouge""), Sakazuki, サカズキ";"Magu Magu no Mi, Fruit du Magma";Logia;;Amiral Commandant en ChefAmiral Vice-Amiral;North Blue;"Chapitre 397 ; Épisode 278";"(5,000,000,000)";Vivant;3m06
sanjuan-wolf;Sanjuan Wolf;Blackbeard Pirates;Impel Down;99;"Colossal Battleship,Kyodai Senkan,VIZ,Funimation: 'Great Battleship,Sanfan Urufu";Unknown;Deka Deka no Mi;Paramecia;"Chapter 575; Episode 484 (Full)";18000 cm;Titanic Captain (Captain of the Seventh Ship);Prisoner of the Great Prison;West Blue;Alive;Équipage de Barbe NoireImpel Down;99 ans;"""Le Cuirassé Géant"" (巨（キョ）大（ダイ）戦（セン）艦（カン）, Kyodai Senkan); ""Le Navire de Guerre Colossal"" (最（サイ）大（ダイ）の軍（グン）艦（カン）, Saidai no Gunkan)""Le Destroyer"" (Ancienne édition), Sanjuan Wolf, サンファン・ウルフ, Sanfan Urufu";"Deka Deka no Mi, Fruit du gigantisme";Paramecia;Île de Ruche;PiratePrisonnier d'Impel DownCommandant de la 7e flotte de l'équipage de Barbe Noire;West Blue;"Chapitre 575, Épisode 484";Au moins100.000.000;;180 m
sasaki;Sasaki;Beasts Pirates;"Tobiroppo,Sasaki Pirates";34;"Overflowing Sasaki,Mokkiri no Sasaki,Sasaki";"472,000,000";"Ryu Ryu no Mi, Model: Triceratops";Ancient Zoan;Episode 982 (actual);318 cm;Shinuchi;Pirate Captain;Grand Line;Alive;Équipage des cent bêtes L'Équipage de Sasaki;34 ans;"""Sasaki le Débordant"" (水中佐々木, Suichū Sasaki), Sasaki, ササキ";"Ryu Ryu no Mi, modèle Tricératops, Fruit du Dinosaure, version Tricératops";Zoan Antique;;Pirate Tobiroppo Capitaine Pirate;Grand Line;"Chapitre 978 ; Épisode 982";472.000.000;Vivant;3m18
satori;Satori;God's Army;Aucune;27;"Satori of the Forest,Mori no Satori,Satori";;;;"Chapter 241; Episode 155";179 cm;Priest of Enel;;Birka;Unknown;Clan d'Ener;27 ans;"Satori de La Forêt (森のサトリ, Mori no Satori), Satori, サトリ";;;;Prélat;Îles Célestes (Bilca);"Chapitre 241 ; Épisode 155";;Vivant;1m79
yeti-cool-brothers;Yeti Cool Brothers;Caesar Clown;Aucune;25;"Killers of the Snowy Mountain,Yukiyama no Koroshiya,Ieti Kuru Burazazu";"20,000,000";;;"Chapter 665; Episode 591";4250 cm;Mercenaries;"Assassins; Snipers";Grand Line;Unknown;César Clown;25 ans;"""Les tueurs des montagnes enneigées"" (雪山の殺し屋, Yukiyama no Koroshiya), Yeti Cool Brothers, Yéti Cool Brothers, イエティ COOL（クール） BROTHERS（ブラザーズ）, Ieti Kūru Burazāzu";;;;MercenairesAssassinsSnipers;Grand Line;"Chapitre 665 ; Épisode 591";20.000.000 (Rock) 20.000.000 (Scotch);Inconnu;42m50
scratchmen-apoo;Scratchmen Apoo;On Air Pirates;Beasts Pirates;31;"Roar of the Sea,Umi Nari,Sukuratchimen Apu";"350,000,000";Oto Oto no Mi;Paramecia;"Chapter 498; Episode 392";256 cm;Pirate Captain;"Musician; Informant";Grand Line;Alive;"Équipage du On-Air;Onze Supernovae;L'Équipage aux Cent Bêtes";31 ans;"""Le MugissantLa Marée Rugissante"" (海鳴り, Umi Nari), Scratchmen Apoo, スクラッチメン・アプー, Sukuracchimen Apū";"Oto Oto no Mi, Inconnu";Paramecia;;Capitaine PirateInformateurSupernovaMusicien;Grand Line;"Chapitre 498 ; Épisode 392";"198,000,000350,000,000";Vivant;2m56
sengoku;Sengoku;Marines;Aucune;79;"Sengoku the Buddha,Hotoke no Sengoku,Funimation subs : 'Saint Sengoku,The Resourceful General,Chisho,Sengoku";;"Hito Hito no Mi, Model: Daibutsu";Mythical Zoan;"Chapter 234; Episode 151";278 cm;Inspector General;"Fleet Admiral; Admiral; Admiral; Vice Admiral";South Blue;Alive;Marine;79 ans;"""Sengoku le Bouddha"" (仏のセンゴク Hotoke no Sengoku), Sengoku, センゴク";"Hito Hito no Mi, modèle Daibutsu, Fruit de l'Humain (Version Bouddha)";Zoan Mythique;;Inspecteur GénéralAmiral Commandant en chef Amiral;South Blue;"Chapitre 234 ; Épisode 151Chapitre 0 ; Épisode 0";;Vivant;2m78
senor-pink;Senor Pink;Donquixote Pirates;Aucune;46;Senyoru Pinku;"58,000,000";Sui Sui no Mi;Paramecia;"Chapter 702; Episode 632";244 cm;Pirate Officer;Assassin;North Blue;Alive;Impel DownÉquipage de Don Quijote;46 ans;"Señor Pink, セニョール・ピンク, Senyōru Pinku";"Sui Sui no Mi, Fruit du barbotage";Paramecia;Spider Miles Dressrosa;PirateAssassin;North Blue;"Chapitre 702 ; Épisode 632";58.000.000;Vivant;2m44
sentomaru;Sentomaru;Marines;Aucune;34;Sentomaru;"500,000,000";;;"Chapter 497; Episode 401";279 cm;Marine Officer;"Captain of the Science Unit; Dr. Vegapunk's bodyguard";Mt. Kintoki;Alive;Marine Vegapunk;34 ans;"Sentômaru, Sentomaru, 戦（せん）桃（とう）丸（まる）, Sentōmaru";;;;Officier de la Marine Garde du corps;Grand Line Mont Kintoki;"Chapitre 497 ; Épisode 401";★★★★★(500.000.000);Inconnu;2m79
shakuyaku;Shakuyaku;Shakky's Rip-off Bar;"Kuja,Kuja Pirates";64;"Shakky,Shakki,Shakuyaku";;;;"Chapter 498; Episode 392";186 cm;Bartender;"Pirate Captain; First Mate; Empress of Amazon Lily";;Alive;Bar de l'ArnaqueSilvers RayleighÉquipage des Pirates Kuja;64 ans;"""Shakky"" (シャッキー, Shakkī), Shakuyaku, シャクヤク";;;Archipel des Sabaody;Gérante de BarCapitaine Pirate Impératrice d'Amazon Lily Second;Calm Belt (Amazon Lily);"Chapitre 498 ; Épisode 392Chapitre 0 ; Épisode 0";;Vivante;1m86
sham;Sham;Black Cat Pirates;Aucune;23;"Nyaban Brothers,Nyaban Burazazu,English versions: 'Meowban Brothers,Shamu";"7,000,000";;;"Chapter 31; Episode 13";201 cm;Pirate Officer;Ship Guard;East Blue;Alive;Équipage du Chat Noir;23 ans;"Siam, Sham, シャム, Shamu";;;;Pirates;East Blue;"Chapitre 31; Épisode 13";"7,000,000 (avec Buchi)";Inconnu;2m01
shanks;Shanks;Red Hair Pirates;"Four Emperors,Roger Pirates,Knights of God,World Nobles, Figarland Family";39;"Red-Haired Shanks,Akagami no Shankusu,Shankusu";"4,048,900,000";;;"Chapter 1; Episode 4";132 cm;Chief;"Emperor; Apprentice; Devoted Blade of God";God Valley;Alive;L'Équipage du RouxQuatre EmpereursL'Équipage des Pirates Roger Chevalier Divin;27 ans (Chapitre 1)39 ans;"""Shanks le Roux"" (赤髪のシャンクス, Akagami no Shankusu), Shanks, シャンクス, Shankusu";;;Village de Fuchsia;EmpereurCapitaine PirateMoussaillon Lame Divine;West Blue;"Chapitre 1 ; Épisode 4Chapitre 0 ; Épisode 0";4.048.900.0001.040.000.000;Vivant;1m99
sheep-s-head;Sheep's Head;Beasts Pirates;Aucune;24;Shipusuheddo;;;Artificial Zoan;"Chapter 795; Episode 739";293 cm;Shinuchi of the Gifters ( Gifutazu Shin'uchi);;Grand Line;Unknown;L'Équipage aux Cent Bêtes;24 ans;"Sheep's Head, シープスヘッド, Shīpusuheddo";Smile du mouton;SMILE;;Pirate;Grand Line;"Chapitre 795 ; Épisode 739";;Inconnu;2m93
shimotsuki-koshiro;Shimotsuki Koshiro;Shimotsuki Family;Aucune;51;Shimotsuki Koshiro;;;;"Chapter 5; Episode 19";184 cm;Dojo Master;;East Blue;Alive;Famille Shimotsuki;51 ans;"Shimotsuki Kôshirô, 霜月 コウシロウ, Shimotsuki Kōshirō";;;Village de Shimotsuki;Maître de DojoÉpéiste;East Blue;"Chapitre 5 ; Épisode 19Chapitre 0 ; Épisode 0";;Vivant;1m84
shinobu;Shinobu;Kouzuki Family;Ninja-Pirate-Mink-Samurai Alliance;49;"Bewitching Kunoichi,Nosatsu Kunoichi,Shinobu the Man-Killer,Otoko-goroshi no Shinobu,Shinobu";;Juku Juku no Mi;Paramecia;"Chapter 921; Episode 911";180 cm;Kunoichi;"Retainer of the Kouzuki Family; Member of the Kouzuki Family Oniwabanshu";Wano Country;Alive;"Famille Kozuki; Orochi Oniwabanshu";49 ans;"""La Tueuse d'Hommes"" (男殺しのしのぶ, Otoko-goroshi no Shinobu) La Kunoichi captivante (悩殺くの一, Nōsatsu Kunoichi), Shinobu, しのぶ";"Juku Juku no Mi, Inconnu";Paramecia;Pays des Wa (Kuri);Kunoichi;Pays des Wa;"Chapitre 921 ; Épisode 911";;Vivante;1m80
shura;Shura;God's Army;Aucune;33;"Sky Rider,Sukai Raida,Shura";;;;"Chapter 241; Episode 155";191 cm;Priest of Enel;;Birka;Unknown;Clan d'Ener;31 ans;"""Sky Rider"", Shura, シュラ";;;;Prélat;Îles Célestes (Bilca);"Chapitre 241; Épisode 155";;;2m20
shyarly;Shyarly;Mermaid Cafe;Aucune;29;"Madam Shyarly,Madamu Shari,Shari";;;;"Chapter 610; Episode 529";520 cm;Proprietor of the Mermaid Cafe;Fortune teller;Ryugu Kingdom;Alive;Mermaid Café;29 ans;"Shirley, ""Madame Shyarly"" (マダム・シャーリー, Madamu Shārī), Shyarly, シャーリー, Shārī";;;;Propriétaire de Mermaid Café;Île des Hommes-Poissons (Royaume Ryugu);"Chapitre 610 ; Épisode 529";;Vivante;5m20
smack;Smack;Arlong Pirates;Sun Pirates;35;Chu;"5,500,000";;;"Chapter 69; Episode 31";257 cm;Pirate Officer;Sniper;Ryugu Kingdom;Alive;Équipage d'ArlongÉquipage des Pirates du Soleil;35 ans;"Chew, Smack, チュウ, Chū";;;Village de Kokoyashi (Arlong Park);PirateTireur d'Elite;Île des hommes-poissons (Royaume Ryugu);"Chapitre 69 ; Épisode 31";5.500.000;;2m57
smoker;Smoker;Marines;"G-5,Loguetown Marine Base";36;"Smoker the White Hunter,Hakuryo no Sumoka,White Chase Smoker,VIZ,Smoke Hunter,4Kids,Sumoka";"500,000,000";Moku Moku no Mi;Logia;"Chapter 97; Episode 48";209 cm;Vice Admiral;"Base Commander of G-5; Commander of G-5 Unit 01; Commodore; Captain";Grand Line;Alive;MarineG-5;36 ans;"""Smoker à la Fumée Blanche"", ""Smoker le Chasseur Blanc"" (白猟のスモーカー, Hakuryō no Sumōkā), ""Le Chien Sauvage de la Marine"", Smoker, スモーカー, Sumōkā";"Moku Moku no Mi, Fruit Fumigène";Logia;Logue Town;Vice-AmiralContre-Amiral Capitaine;Grand Line;"Chapitre 98 ; Épisode 48";;Vivant;2m09
